"","gene","Scaffold","V2","V3","V4","V5","V6","V7","V8","V9","V10","e-value","V12"
"199","PGEN_.00g008060","Scaffold_01:20237039-20254841","NC_069373.1",79.31,174,34,2,6504,6676,62961112,62960940,1.12e-23,121
"200","PGEN_.00g008110","Scaffold_01:20446847-20482089","NC_069369.1",75.386,971,187,36,11384,12313,1878448,1879407,5.42e-114,422
"201","PGEN_.00g008130","Scaffold_01:20558005-20744692","NC_069378.1",85.95,121,15,2,183062,183182,9359409,9359527,7.01e-25,128
"202","PGEN_.00g008270","Scaffold_01:21051889-21127302","NC_069366.1",80.377,265,45,6,3066,3326,58832540,58832801,2.75e-45,195
"203","PGEN_.00g008320","Scaffold_01:21212688-21264751","NC_069369.1",84.444,225,31,4,42087,42309,10675576,10675798,1.13e-52,219
"204","PGEN_.00g008350","Scaffold_01:21319948-21335950","NC_069376.1",80.447,179,31,4,14113,14288,42788753,42788930,1.29e-27,134
"205","PGEN_.00g008360","Scaffold_01:21338425-21367366","NC_069363.1",76.56,529,110,11,5797,6313,76677266,76676740,1.02e-70,278
"206","PGEN_.00g008370","Scaffold_01:21376381-21389902","NC_069373.1",83.333,174,29,0,1886,2059,62961113,62960940,5e-36,161
"207","PGEN_.00g008380","Scaffold_01:21395349-21424425","NC_069366.1",81.325,166,28,3,15319,15483,20706453,20706290,8.44e-27,132
"208","PGEN_.00g008400","Scaffold_01:21496470-21532736","NC_069375.1",76.842,380,66,8,24190,24552,39408251,39408625,1.32e-45,195
"209","PGEN_.00g008430","Scaffold_01:21564229-21578543","NC_069376.1",85.5,200,27,2,10327,10525,72271226,72271028,6.7e-50,207
"210","PGEN_.00g008440","Scaffold_01:21585946-21604800","NC_069363.1",80.978,184,31,4,8546,8727,28635670,28635851,2.53e-30,143
"211","PGEN_.00g008460","Scaffold_01:21618498-21631091","NW_026461808.1",79.152,283,47,12,1444,1721,73516,73241,2.76e-43,185
"212","PGEN_.00g008530","Scaffold_01:21847568-21918435","NC_069374.1",84.946,186,19,6,11644,11821,52727806,52727990,7.25e-41,180
"213","PGEN_.00g008540","Scaffold_01:21928303-21978649","NC_069369.1",81.818,308,47,9,47644,47945,10675517,10675821,3.87e-62,250
"214","PGEN_.00g008560","Scaffold_01:22040027-22128884","NC_069361.1",80.905,995,145,17,45526,46497,102008935,102009907,0,743
"215","PGEN_.00g008570","Scaffold_01:22135031-22140999","NC_069362.1",85.271,129,15,2,3696,3821,96942459,96942332,6.2e-27,130
"216","PGEN_.00g008580","Scaffold_01:22141316-22146198","NC_069363.1",91.86,86,7,0,3937,4022,28889973,28889888,3.05e-24,121
"217","PGEN_.00g008590","Scaffold_01:22151998-22189133","NC_069363.1",86.188,181,23,2,4535,4715,28847296,28847118,1.36e-45,195
"218","PGEN_.00g008630","Scaffold_01:22236308-22252917","NC_069369.1",79.365,189,33,4,3718,3905,66488912,66489095,6.23e-26,128
"219","PGEN_.00g008640","Scaffold_01:22264926-22276434","NW_026460133.1",76.207,290,61,7,7368,7652,23352,23638,1.19e-31,147
"220","PGEN_.00g008660","Scaffold_01:22301034-22383392","NC_069362.1",87.5,104,9,4,26092,26194,75614225,75614325,6.7e-22,117
"221","PGEN_.00g008730","Scaffold_01:22608961-22692162","NC_069373.1",84.177,158,23,2,18733,18889,62960940,62961096,1.85e-32,152
"222","PGEN_.00g008850","Scaffold_01:22942938-22960419","NC_069372.1",82.883,222,36,2,10543,10763,57587122,57587342,4.93e-47,198
"223","PGEN_.00g008860","Scaffold_01:22975557-23017189","NC_069376.1",81.143,175,33,0,27320,27494,38245294,38245468,2.01e-29,141
"224","PGEN_.00g008870","Scaffold_01:23032384-23042499","NC_069376.1",84.127,189,28,2,5062,5248,72271223,72271035,2.87e-42,182
"225","PGEN_.00g008960","Scaffold_01:23296481-23384286","NC_069369.1",83.013,312,41,10,85646,85950,10675821,10675515,1.44e-68,272
"226","PGEN_.00g009010","Scaffold_01:23434409-23484204","NC_069372.1",78.547,289,45,5,1337,1622,74394744,74395018,2.37e-39,174
"227","PGEN_.00g009020","Scaffold_01:23496309-23520554","NC_069361.1",80.299,1137,163,28,22116,23209,92364853,92365971,0,802
"228","PGEN_.00g009070","Scaffold_01:23552328-23558278","NC_069370.1",80.088,226,37,4,897,1120,66451514,66451295,2.19e-36,161
"229","PGEN_.00g009100","Scaffold_01:23585368-23609015","NC_069366.1",84.615,130,10,8,6061,6188,52879429,52879308,1.48e-23,121
"230","PGEN_.00g009140","Scaffold_01:23712978-23748922","NC_069368.1",72.663,984,205,47,18707,19654,56750796,56751751,7.62e-68,268
"231","PGEN_.00g009230","Scaffold_01:24048829-24086525","NC_069363.1",80.492,569,88,22,13538,14096,87108016,87107461,9.7e-112,414
"232","PGEN_.00g009290","Scaffold_01:24158956-24178469","NW_026459793.1",80.694,1181,192,22,18072,19225,57674,58845,0,885
"233","PGEN_.00g009300","Scaffold_01:24181848-24192589","NC_069363.1",94.375,160,8,1,7893,8052,27506838,27506996,3.83e-61,244
"234","PGEN_.00g009310","Scaffold_01:24192615-24221593","NC_069363.1",80.952,231,31,8,2950,3168,27531590,27531819,1.78e-38,171
"235","PGEN_.00g009330","Scaffold_01:24363955-24386887","NC_069378.1",88.259,1235,106,21,17592,18813,19228660,19227452,0,1441
"236","PGEN_.00g009350","Scaffold_01:24482481-24508358","NC_069363.1",87.931,232,28,0,21626,21857,54926042,54926273,1.18e-69,274
"237","PGEN_.00g009370","Scaffold_01:24514101-24564329","NC_069363.1",82.486,177,27,4,15450,15623,54960233,54960408,1.12e-32,152
"238","PGEN_.00g009390","Scaffold_01:24571609-24606065","NC_069369.1",85.141,249,33,4,33817,34063,10675540,10675786,7.36e-63,252
"239","PGEN_.00g009410","Scaffold_01:24615409-24652149","NC_069371.1",86.275,204,24,1,13598,13797,6154915,6154712,7.96e-53,219
"240","PGEN_.00g009420","Scaffold_01:24660741-24669504","NC_069363.1",80.986,142,26,1,1075,1215,3581172,3581031,3.3e-21,111
"241","PGEN_.00g009430","Scaffold_01:24673153-24721159","NC_069369.1",82.353,306,47,7,2872,3173,10675515,10675817,6.13e-65,259
"242","PGEN_.00g009550","Scaffold_01:25112576-25142107","NC_069374.1",87.742,155,17,2,9779,9932,52727835,52727988,3.02e-41,180
"243","PGEN_.00g009660","Scaffold_01:25306569-25400505","NW_026460113.1",87,200,24,2,71577,71774,16196,15997,4.37e-54,224
"244","PGEN_.00g009670","Scaffold_01:25485678-25508446","NC_069372.1",81.429,280,37,7,1864,2130,76925120,76924843,6.37e-52,215
"245","PGEN_.00g009750","Scaffold_01:25652113-25675019","NC_069374.1",81.529,157,26,1,20451,20604,52727990,52727834,3.09e-25,126
"246","PGEN_.00g009780","Scaffold_01:25809384-25842969","NW_026461758.1",79.061,277,52,6,21768,22040,49785,50059,7.38e-43,185
"247","PGEN_.00g009790","Scaffold_01:25852451-25870391","NW_026461483.1",87.156,218,28,0,10066,10283,34927,34710,4.95e-62,248
"248","PGEN_.00g009800","Scaffold_01:25894354-25914609","NC_069371.1",80.841,214,40,1,6938,7151,558559,558347,1.61e-37,167
"249","PGEN_.00g009850","Scaffold_01:26008987-26015546","NC_069362.1",75.691,362,63,20,4052,4398,118364196,118363845,3.13e-35,158
"250","PGEN_.00g009870","Scaffold_01:26033012-26085862","NW_026462608.1",80.208,288,42,11,28782,29056,53368,53653,1.15e-47,202
"251","PGEN_.00g009880","Scaffold_01:26124057-26180873","NC_069370.1",88.426,216,23,2,22837,23051,73561913,73561699,7.25e-65,259
"252","PGEN_.00g009890","Scaffold_01:26197690-26218250","NC_069363.1",83.333,222,35,2,1,221,63639636,63639856,1.25e-48,204
"253","PGEN_.00g009900","Scaffold_01:26273502-26323434","NC_069371.1",74.888,446,82,22,20096,20523,6669603,6669170,6.6e-40,176
"254","PGEN_.00g009910","Scaffold_01:26346623-26370612","NC_069378.1",87.826,115,11,2,3138,3250,119736,119623,6.96e-27,132
"255","PGEN_.00g010050","Scaffold_01:26746067-26792660","NC_069373.1",90.58,276,20,6,27774,28045,41581365,41581638,1.58e-95,361
"256","PGEN_.00g010120","Scaffold_01:26853283-26859572","NC_069366.1",88.298,94,8,3,1691,1783,51158403,51158312,8.52e-21,110
"257","PGEN_.00g010150","Scaffold_01:26881599-26959736","NW_026462552.1",94.354,1346,72,4,61646,62989,17497,16154,0,2061
"258","PGEN_.00g010220","Scaffold_01:27040980-27041450","NC_069363.1",84.536,485,54,10,1,464,68685308,68684824,1.44e-127,460
"259","PGEN_.00g010250","Scaffold_01:27110555-27120190","NC_069376.1",80.488,287,38,9,6666,6935,61104453,61104738,5.83e-49,204
"260","PGEN_.00g010400","Scaffold_01:27287195-27319844","NW_026463605.1",92.627,1519,92,5,23336,24837,63412,61897,0,2167
"261","PGEN_.00g010420","Scaffold_01:27332062-27360470","NW_026463546.1",78.788,198,39,3,24054,24249,47744,47548,2.96e-26,130
"262","PGEN_.00g010430","Scaffold_01:27370716-27445755","NC_069366.1",86.383,1388,167,12,27024,28393,19668381,19666998,0,1496
"263","PGEN_.00g010440","Scaffold_01:27487194-27547063","NC_069373.1",80.631,222,39,3,42604,42823,33055962,33055743,1.32e-37,169
"264","PGEN_.00g010460","Scaffold_01:27664948-27687987","NC_069365.1",86.667,135,18,0,12958,13092,2197744,2197610,1.85e-32,150
"265","PGEN_.00g010480","Scaffold_01:27754512-27772825","NC_069369.1",81.69,639,90,17,6063,6685,64288588,64287961,7.55e-140,507
"266","PGEN_.00g010490","Scaffold_01:27804483-27823230","NC_069377.1",92.736,1184,78,6,6424,7601,144276,143095,0,1703
"267","PGEN_.00g010500","Scaffold_01:27875031-27890847","NC_069361.1",78.145,636,109,22,7127,7741,4293604,4292978,5.33e-101,377
"268","PGEN_.00g010610","Scaffold_01:28029819-28037595","NC_069372.1",82.979,141,24,0,4057,4197,49111696,49111556,2.91e-26,128
"269","PGEN_.00g010620","Scaffold_01:28057259-28084791","NW_026461758.1",81.146,419,66,7,20647,21052,49633,50051,1.23e-84,324
"270","PGEN_.00g010630","Scaffold_01:28104499-28148907","NC_069379.1",76.638,458,96,10,35518,35969,39944381,39943929,5.71e-60,243
"271","PGEN_.00g010640","Scaffold_01:28175173-28197727","NC_069378.1",79.022,1125,223,12,3785,4902,14973785,14974903,0,758
"272","PGEN_.00g010690","Scaffold_01:28329707-28393083","NC_069365.1",79.692,389,55,16,32521,32890,63771671,63771288,8.09e-65,259
"273","PGEN_.00g010790","Scaffold_01:28480849-28497736","NC_069368.1",82.828,297,23,18,15240,15521,41677987,41677704,7.8e-60,241
"274","PGEN_.00g010820","Scaffold_01:28566727-28579528","NC_069373.1",80.667,150,27,2,3570,3717,68797388,68797537,3.74e-22,115
"275","PGEN_.00g010890","Scaffold_01:28693266-28716771","NW_026460402.1",86.512,215,29,0,3021,3235,671,457,1.4e-58,237
"276","PGEN_.00g010970","Scaffold_01:28799007-28814917","NC_069369.1",79.771,262,35,13,13624,13867,26286918,26287179,7.56e-40,174
"277","PGEN_.00g011040","Scaffold_01:28854304-28872970","NC_069374.1",84.426,122,19,0,2519,2640,68192098,68192219,1.17e-23,121
"278","PGEN_.00g011110","Scaffold_01:29012250-29036580","NC_069378.1",80.864,486,82,9,22089,22569,14973759,14974238,3.82e-99,372
"279","PGEN_.00g011150","Scaffold_01:29088964-29112389","NC_069368.1",77.657,367,64,14,18390,18754,24620605,24620255,1.1e-49,207
"280","PGEN_.00g011160","Scaffold_01:29118468-29156170","NC_069368.1",88.525,122,13,1,9012,9132,46290044,46290165,3.91e-31,147
"281","PGEN_.00g011230","Scaffold_01:29320661-29329093","NC_069365.1",80.282,213,36,4,776,984,24065002,24064792,1.45e-34,156
"282","PGEN_.00g011280","Scaffold_01:29383727-29454277","NC_069369.1",74.824,568,113,21,47235,47782,49742181,49742738,7.06e-56,230
"283","PGEN_.00g011290","Scaffold_01:29463050-29469978","NC_069365.1",78.325,203,35,4,3709,3910,8732889,8732695,1.21e-24,122
"284","PGEN_.00g011540","Scaffold_01:29875076-29887372","NC_069366.1",86.538,208,27,1,7259,7466,80345004,80345210,4.42e-56,228
"285","PGEN_.00g011580","Scaffold_01:30017337-30059633","NC_069369.1",84.191,272,34,9,33746,34011,10675822,10675554,6.98e-64,255
"286","PGEN_.00g011620","Scaffold_01:30177164-30276892","NC_069362.1",75.159,628,131,18,69756,70364,28534006,28534627,1.64e-68,272
"287","PGEN_.00g011650","Scaffold_01:30303804-30320827","NW_026461758.1",78.327,263,51,5,9747,10005,50059,49799,4.87e-37,165
"288","PGEN_.00g011670","Scaffold_01:30428666-30456357","NC_069369.1",83.226,310,43,9,3360,3663,10675519,10675825,3.51e-70,276
"289","PGEN_.00g011720","Scaffold_01:30524812-30536166","NC_069362.1",77.474,293,54,11,10100,10387,79820200,79820485,3.24e-37,165
"290","PGEN_.00g011740","Scaffold_01:30553302-30599610","NC_069369.1",83.045,289,38,11,5893,6174,80708234,80707950,9.89e-63,252
"291","PGEN_.00g011800","Scaffold_01:30742143-30749166","NC_069371.1",80.214,187,25,12,2279,2458,36064688,36064869,7.3e-27,130
"292","PGEN_.00g011840","Scaffold_01:30832756-30843486","NC_069369.1",84.27,178,26,2,420,595,79325078,79325255,1.83e-39,172
"293","PGEN_.00g011880","Scaffold_01:30880698-30884579","NC_069371.1",77.724,615,91,36,3290,3881,49758271,49757680,4.75e-91,342
"294","PGEN_.00g011940","Scaffold_01:31018017-31023606","NC_069362.1",77.215,474,90,10,4124,4579,74425342,74425815,1.97e-66,261
"295","PGEN_.00g012030","Scaffold_01:31168183-31189817","NC_069375.1",83.259,448,54,7,20216,20661,35234134,35234562,2.61e-105,392
"296","PGEN_.00g012070","Scaffold_01:31230201-31237352","NC_069368.1",80.899,445,74,10,3635,4073,60252131,60251692,3.16e-90,340
"297","PGEN_.00g012110","Scaffold_01:31428058-31455655","NW_026461983.1",84.286,140,22,0,8479,8618,41624,41763,1.72e-28,137
"298","PGEN_.00g012130","Scaffold_01:31541003-31551554","NW_026463546.1",78.846,208,43,1,9806,10012,47548,47755,1.83e-29,139
"299","PGEN_.00g012160","Scaffold_01:31616745-31657629","NC_069361.1",86.822,129,17,0,16727,16855,55739367,55739239,1.52e-30,145
"300","PGEN_.00g012180","Scaffold_01:31723848-31756209","NC_069370.1",82.517,143,19,6,27345,27484,75192964,75193103,2.03e-23,121
"301","PGEN_.00g012210","Scaffold_01:31795458-31809638","NC_069373.1",92.593,81,6,0,2417,2497,50705324,50705404,1.15e-22,117
"302","PGEN_.00g012310","Scaffold_01:31882862-31896676","NC_069369.1",91.566,83,4,2,7716,7797,2685690,2685770,5.22e-21,111
"303","PGEN_.00g012320","Scaffold_01:31900110-31914463","NC_069369.1",84.868,304,39,7,11053,11353,10675499,10675798,1.08e-77,300
"304","PGEN_.00g012340","Scaffold_01:31954439-31970687","NW_026461594.1",84.314,153,23,1,627,778,34576,34728,4.68e-32,148
"305","PGEN_.00g012360","Scaffold_01:32072589-32094859","NC_069361.1",82.828,198,30,4,14328,14523,113664360,113664165,1.06e-39,174
"306","PGEN_.00g012370","Scaffold_01:32097621-32107220","NC_069365.1",81.25,192,34,2,5723,5912,470535,470726,5.93e-34,154
"307","PGEN_.00g012380","Scaffold_01:32119668-32124541","NC_069371.1",80.39,3330,576,45,1,3298,5988560,5991844,0,2460
"308","PGEN_.00g012390","Scaffold_01:32124701-32128212","NC_069371.1",79.002,581,103,17,2908,3480,6018340,6018909,3.27e-102,379
"309","PGEN_.00g012400","Scaffold_01:32128299-32151805","NC_069373.1",90.751,1492,98,16,668,2144,75694386,75695852,0,1954
"310","PGEN_.00g012420","Scaffold_01:32179515-32197273","NC_069373.1",88.971,136,13,2,2981,3114,8604352,8604487,1.41e-37,167
"311","PGEN_.00g012450","Scaffold_01:32246527-32254458","NC_069361.1",95.714,70,3,0,3373,3442,113318377,113318308,8.31e-22,113
"312","PGEN_.00g012470","Scaffold_01:32289113-32309100","NC_069369.1",82.431,831,130,12,16955,17780,64288592,64287773,0,712
"313","PGEN_.00g012570","Scaffold_01:32476162-32482846","NC_069361.1",87.685,203,25,0,1056,1258,74732547,74732749,3.98e-59,237
"314","PGEN_.00g012750","Scaffold_01:33170124-33182318","NW_026462824.1",89.418,189,20,0,8482,8670,14354,14542,2.02e-59,239
"315","PGEN_.00g012780","Scaffold_01:33296824-33414854","NC_069369.1",84.328,268,36,6,93508,93772,10675515,10675779,5.42e-64,257
"316","PGEN_.00g012890","Scaffold_01:33602121-33620460","NC_069365.1",81.111,180,30,4,7239,7416,470553,470730,8.84e-30,141
"317","PGEN_.00g012910","Scaffold_01:33633935-33685480","NC_069361.1",87.417,151,18,1,25089,25239,50201306,50201455,8.82e-39,172
"318","PGEN_.00g012940","Scaffold_01:33698828-33700262","NC_069366.1",82.405,1472,213,27,2,1433,38557710,38556245,0,1242
"319","PGEN_.00g012950","Scaffold_01:33700304-33702244","NC_069379.1",84.276,1043,155,9,122,1159,33768583,33769621,0,1009
"320","PGEN_.00g013060","Scaffold_01:33987997-34002505","NW_026462493.1",83.708,178,27,1,12904,13079,16464,16641,1.15e-37,167
"321","PGEN_.00g013070","Scaffold_01:34060815-34075932","NC_069375.1",81.208,149,25,2,2441,2586,73696363,73696215,1.23e-22,117
"322","PGEN_.00g013080","Scaffold_01:34106441-34158275","NC_069375.1",83.784,296,34,12,1818,2101,45744234,45744527,1.1e-67,268
"323","PGEN_.00g013200","Scaffold_01:34326215-34333186","NW_026460113.1",87.019,208,27,0,6069,6276,16204,15997,1.49e-58,235
"324","PGEN_.00g013230","Scaffold_01:34423517-34471593","NC_069369.1",83.275,287,43,5,10257,10540,80708234,80707950,6.14e-65,259
"325","PGEN_.00g013290","Scaffold_01:34512421-34532313","NC_069368.1",81.579,190,29,5,7494,7680,17070220,17070406,4.43e-33,152
"326","PGEN_.00g013370","Scaffold_01:34648322-34677390","NW_026461758.1",78.7,277,49,8,2536,2804,50059,49785,3.84e-40,176
"327","PGEN_.00g013380","Scaffold_01:34687119-34738449","NC_069361.1",88.321,274,30,2,39768,40039,10512553,10512280,1.77e-85,327
"328","PGEN_.00g013400","Scaffold_01:34753053-34783471","NC_069369.1",82.168,286,45,6,9630,9912,80708232,80707950,1.41e-59,241
"329","PGEN_.00g013420","Scaffold_01:34795781-34815410","NC_069370.1",83.158,190,31,1,18834,19022,73561887,73561698,3.35e-39,172
"330","PGEN_.00g013530","Scaffold_01:35014550-35022391","NC_069363.1",86.023,1066,96,28,1632,2661,23049069,23050117,0,1094
"331","PGEN_.00g013550","Scaffold_01:35035013-35069368","NC_069361.1",81.905,315,45,12,28965,29270,121063267,121062956,5.67e-64,255
"332","PGEN_.00g013570","Scaffold_01:35096095-35113817","NC_069363.1",78.742,461,90,8,16825,17281,1950655,1951111,3.7e-78,302
"333","PGEN_.00g013830","Scaffold_01:35669567-35694090","NW_026460402.1",86.512,215,29,0,9160,9374,671,457,1.47e-58,237
"334","PGEN_.00g013840","Scaffold_01:35704766-35719480","NC_069376.1",87.006,177,19,1,1109,1285,17021819,17021991,1.49e-46,196
"335","PGEN_.00g013860","Scaffold_01:35771821-35794668","NC_069368.1",82.114,246,33,7,20665,20899,81883061,81882816,1.79e-47,200
"336","PGEN_.00g013900","Scaffold_01:35824608-35872288","NC_069369.1",85.145,276,34,7,10698,10969,80707950,80708222,6.04e-70,276
"337","PGEN_.00g014010","Scaffold_01:36380694-36401914","NC_069369.1",82.736,307,42,10,10606,10903,10675819,10675515,2.09e-66,263
"338","PGEN_.00g014080","Scaffold_01:36614879-36622592","NC_069378.1",80.808,198,20,10,5087,5268,19105445,19105640,1.33e-29,139
"339","PGEN_.00g014130","Scaffold_01:36678752-36686488","NC_069376.1",84.699,183,27,1,1770,1951,42788753,42788935,2.19e-42,182
"340","PGEN_.00g014140","Scaffold_01:36740606-36752297","NC_069366.1",73.542,480,89,24,686,1134,24334917,24335389,3.36e-32,148
"341","PGEN_.00g014180","Scaffold_01:36880185-36893624","NW_026461095.1",82.609,161,24,3,2295,2453,50276,50434,2.33e-29,139
"342","PGEN_.00g014210","Scaffold_01:36914768-36929523","NC_069361.1",76.106,452,92,11,12979,13415,96763211,96762761,2.47e-54,222
"343","PGEN_.00g014240","Scaffold_01:36956462-37080410","NC_069361.1",96.296,108,1,2,114588,114692,34079410,34079303,5.9e-39,174
"344","PGEN_.00g014280","Scaffold_01:37169896-37172334","NC_069374.1",87.514,865,96,10,1567,2422,38946967,38947828,0,989
"345","PGEN_.00g014290","Scaffold_01:37172527-37173036","NC_069374.1",84.146,246,37,2,1,245,38947324,38947568,2.87e-60,237
"346","PGEN_.00g014310","Scaffold_01:37201434-37205082","NC_069369.1",84.364,275,38,5,1482,1753,80707950,80708222,9.93e-68,265
"347","PGEN_.00g014370","Scaffold_01:37277926-37336883","NC_069364.1",85.377,212,28,3,42087,42297,26822377,26822168,4.59e-52,217
"348","PGEN_.00g014400","Scaffold_01:37363331-37396179","NC_069369.1",83.408,223,33,4,17655,17875,10675578,10675798,1.99e-48,204
"349","PGEN_.00g014610","Scaffold_01:38034092-38048849","NC_069362.1",84.173,278,17,8,9313,9587,87977303,87977050,5.27e-61,244
"350","PGEN_.00g014650","Scaffold_01:38252516-38271727","NC_069361.1",78.802,434,78,8,1498,1927,58060349,58060772,1.88e-71,279
"351","PGEN_.00g014690","Scaffold_01:38459331-38489835","NW_026459041.1",74.803,508,112,9,19923,20419,62509,63011,8.54e-52,215
"352","PGEN_.00g014720","Scaffold_01:38617325-38627198","NC_069372.1",87.912,182,21,1,8045,8226,55034662,55034482,9.92e-52,213
"353","PGEN_.00g014780","Scaffold_01:38691826-38776991","NC_069369.1",85.818,275,33,5,54016,54287,10675786,10675515,4.99e-73,287
"354","PGEN_.00g014830","Scaffold_01:38944509-38958175","NC_069364.1",82.244,1408,229,8,466,1853,38777375,38775969,0,1195
"355","PGEN_.00g014860","Scaffold_01:38975108-39000703","NC_069364.1",85.294,204,26,3,19371,19573,93308093,93307893,1.2e-49,207
"356","PGEN_.00g014940","Scaffold_01:39125757-39141359","NC_069369.1",76.179,827,153,28,7926,8744,24947780,24948570,1.45e-106,396
"357","PGEN_.00g014970","Scaffold_01:39218214-39229473","NC_069361.1",79.212,457,81,13,3425,3874,57486099,57485650,1.82e-79,305
