spot,Genebank,Description,Cluster,Tissue specificity,,ST3F F9,ST3F F14,ST3F F15,ST3F F32,Gc3Fb,Gc3Fa,Gc3Fc,Gl3Fa,Gl3Fb,Gl3Fd,LQ15,LQ18,LQ21,HQ28,HQ29,HQ3,HQ26
12085,AM857644,(sp:Q5ZMJ7) Protein CIP2A homolog OS=Gallus gallus GN=RCJMB04_1n3 PE=2 SV=2,9,,oocytes,0.259719763,0.754737352,0.308847521,0.732969067,0.743580912,0.551232251,0.781481404,0.622444471,0.763241249,0.977897372,1.414012367,1.516533752,1.426176715,1.317720026,1.518457908,1.43109057,1.193189089
12447,AM858513,0,9,,somatic,1.153499962,1.399688419,1.287261942,1.272383857,1.013807122,1.083156173,1.222236754,1.100295997,1.209332322,0.803651194,0.251583714,0.303382131,0.543468346,0.240753193,0.359830546,0.509458611,0.179719818
12851,AM854162,"(sp:P04183) Thymidine kinase, cytosolic OS=Homo sapiens GN=TK1 PE=1 SV=2",9,,oocytes,1.012405049,0.91384225,1.333841264,0.831116129,0.967458141,0.732667963,1.215240808,0.998401416,1.178498018,1.431216839,1.588810351,1.653350014,1.849420239,1.662271534,1.615235571,1.666826935,1.542356038
13412,AM863854,(sp:Q02395) Metal-response element-binding transcription factor 2 OS=Mus musculus GN=Mtf2 PE=1 SV=2,9,female gonad,oocytes,1.685955192,1.566606843,1.67179458,1.753316421,1.744613546,1.581799073,1.831554511,1.685954795,1.761951766,1.756155076,2.361275741,2.290944573,2.129718752,2.195029032,2.390453183,2.266037308,2.340901427
14671,AM864878,hypothetical protein BRAFLDRAFT_121706 [Branchiostoma floridae],9,female gonad,oocytes,1.026541798,0.800218306,1.181034356,1.07197589,1.186729349,0.901498793,1.214727617,1.137428901,1.093105688,1.343108188,1.758433547,1.883372998,1.486778386,1.76797267,1.613245103,1.783871174,1.624659599
16350,AM864499,(sp:Q07139) Protein ECT2 OS=Mus musculus GN=Ect2 PE=1 SV=1,9,,oocytes,0.829576467,0.781158792,0.792236825,0.858342563,1.066077948,0.880371628,0.90887048,0.912136429,1.076030243,1.14308398,1.410439052,1.495228553,1.30784632,1.484142878,1.369734353,1.413881531,1.460769395
16898,AM863306,(sp:P83917) Chromobox protein homolog 1 OS=Mus musculus GN=Cbx1 PE=1 SV=1,9,,oocytes,1.363072765,1.511516487,1.458732043,1.324041898,1.457694402,1.343923968,1.462980745,1.455194879,1.473671086,1.637068506,1.797638486,1.821187959,1.722849072,1.913418869,1.722295183,1.944162863,1.7370637
18245,BQ426816,0,9,,oocytes,2.106299185,1.975549119,2.129813119,2.025529547,2.195216267,1.936047156,2.230885308,2.088767618,2.158683164,2.271568773,2.441167631,2.465891483,2.383247858,2.445847861,2.582292931,2.485153953,2.409570524
20742,AM854045,0,9,,oocytes,1.206107908,1.360589125,1.294445163,1.372383867,1.172838713,1.065126556,1.353557401,1.204483571,1.248555985,1.605600876,1.778451008,1.633743312,1.872159469,1.7605951,1.758216269,1.865468301,1.566205611
21068,AM863298,0,9,female gonad,oocytes,1.241056378,1.180795209,1.358963441,1.264275108,1.396910278,1.265977414,1.462390568,1.40644305,1.497032233,1.563187045,2.133427974,2.136621222,1.982022658,2.084095378,2.132444435,1.998626832,1.955557259
21499,AM859810,(sp:Q6AXS3) Protein DEK OS=Rattus norvegicus GN=Dek PE=2 SV=1,9,,oocytes,2.19546999,2.140540236,2.164835728,2.14598729,2.213293176,2.135817298,2.295201176,2.237581261,2.302932692,2.372601104,2.652808437,2.555373101,2.571550709,2.545375388,2.721673184,2.576426974,2.553538519
21572,AM862562,(sp:Q6NX31) DNA replication licensing factor mcm7 OS=Xenopus tropicalis GN=mcm7 PE=2 SV=1,9,,oocytes,1.201835799,1.197217407,1.120654682,1.175295507,1.151107674,1.061879144,1.278993134,1.227292178,1.402364849,1.50645904,1.666733566,1.624997836,1.649244156,1.497916949,1.743436191,1.585683722,1.52291822
21954,AM869187,(sp:Q91876) DNA replication licensing factor mcm7-A OS=Xenopus laevis GN=mcm7-A PE=1 SV=2,9,,oocytes,1.011738041,1.053249072,1.091439283,1.117538333,1.097214519,0.941463053,1.16034423,1.078643102,1.136144006,1.168790152,1.578801037,1.586705434,1.417165447,1.631541242,1.62227684,1.447202353,1.445442346
25164,AM860960,0,9,female gonad,oocytes,0.792145319,0.640632121,0.940702043,0.724324827,0.859640765,0.817568139,1.064646404,0.770116834,0.83829639,0.931737186,1.621707352,1.751425287,1.429982984,1.429395941,1.460320869,1.444914162,1.492499668
25279,CU992748,(sp:Q96P70) Importin-9 OS=Homo sapiens GN=IPO9 PE=1 SV=3,9,female gonad,oocytes,1.407140708,1.263635885,1.453924905,1.284099753,1.33386269,1.194705622,1.649969727,1.294034597,1.395699556,1.665774424,1.920681383,1.968609742,1.931002298,1.936176068,2.006095938,1.951161386,1.706678946
25759,CU991773,0,9,,oocytes,2.126366406,2.062308006,2.0091985,2.127952317,2.248438216,2.035079718,2.45660082,2.085721517,2.240920014,2.377115836,2.774166335,2.785598839,2.630645944,2.686986081,2.934699982,2.657480964,2.660741076
26727,FP001875,0,9,,oocytes,1.076441594,1.061638831,1.230806978,1.15034435,1.165630822,1.150658522,1.311846381,1.250655239,1.217449843,1.246937509,2.055587099,2.028085321,1.753282971,1.777346148,1.871287141,1.812250512,1.845408276
26872,AM861071,(sp:Q9D0P0) Emopamil-binding protein-like OS=Mus musculus GN=Ebpl PE=2 SV=1,9,,oocytes,0.592102709,0.717099374,0.552454645,0.607386279,0.593869329,0.809313416,0.849984642,0.671537367,0.803981645,0.801617417,1.409953421,1.547353629,1.300111037,1.201026918,1.326344714,1.115043259,1.266992458
27305,AM859047,"(sp:Q5PQ71) Isochorismatase domain-containing protein 2, mitochondrial OS=Xenopus laevis GN=isoc2 PE=2 SV=1",9,,somatic,1.450022308,1.725955933,1.589202461,1.66356549,1.376807839,1.422741772,1.406884725,1.54067961,1.476382925,1.3021598,0.806743475,1.001253786,1.018882509,0.779596713,1.157163866,0.929327287,0.78551139
27357,CU999229,(sp:Q6ZQK0) Condensin-2 complex subunit D3 OS=Mus musculus GN=Ncapd3 PE=1 SV=2,9,,oocytes,1.818348306,1.665721406,1.906780302,1.778276523,1.847471468,1.743305147,1.899718682,1.876285895,1.938151789,1.837442765,2.216816157,2.431895389,2.20476185,2.265647132,2.463371895,2.195766333,2.290857489
27638,FP007949,0,9,,oocytes,1.407179801,1.434057709,1.397712137,1.322685572,1.492354355,1.32070502,1.65974835,1.368322644,1.505532765,1.604855785,1.948688406,1.944314476,1.927523009,1.880881225,1.784070382,1.825690729,1.994053768
27639,AM859200,0,9,,oocytes,1.86705231,1.70838321,1.930686407,1.708731227,1.884653545,1.564575931,2.018050737,1.84294719,1.937642893,2.09836819,2.383506691,2.35229601,2.265100338,2.369201396,2.506048134,2.353147244,2.232287115
28168,AM862466,hypothetical protein BRAFLDRAFT_123390 [Branchiostoma floridae],9,female gonad,oocytes,1.830275032,1.62806898,1.869379975,1.764240185,1.88265014,1.730262922,2.188940085,1.825155348,2.019951864,2.132846553,2.577110356,2.604007104,2.372694064,2.606400171,2.735763176,2.453537731,2.483797173
28812,FP006804,0,9,,oocytes,2.09953845,2.171753468,1.987526708,2.234263726,2.096998318,2.015646268,1.983945855,2.083462943,2.308117116,2.381395095,2.712472935,2.505471671,2.701020117,2.67078558,2.807633375,2.554425866,2.661598091
29433,FP011152,(sp:P61959) Small ubiquitin-related modifier 2 OS=Rattus norvegicus GN=Sumo2 PE=1 SV=1,9,female gonad,oocytes,0.695223913,0.512625007,0.621441424,0.570370153,0.657076118,0.412601182,0.70323866,0.71203088,0.512018586,0.764022622,1.363427049,1.482844165,1.121429753,1.412412548,1.317058492,1.420338374,1.249811495
30031,AM859754,0,9,,oocytes,0.610923822,0.770126475,0.941077024,0.811146999,0.727396907,0.652546582,0.896166349,0.823781489,0.905525758,1.145544499,1.306588009,1.438503027,1.398403824,1.42021275,1.319977449,1.331646216,1.520667138
31002,AM862389,0,9,female gonad,oocytes,0.526637724,0.490219286,0.562713239,0.516718048,0.588845607,0.44835359,0.634332965,0.463947175,0.784570045,0.924028116,1.066682155,1.324652826,1.140092186,0.934503273,1.163420117,1.201929159,1.188712854
31435,AM869433,(sp:P28370) Probable global transcription activator SNF2L1 OS=Homo sapiens GN=SMARCA1 PE=1 SV=2,9,female gonad,oocytes,1.600114583,1.550504732,1.560731725,1.483345038,1.66353627,1.618472817,2.067930021,1.57571569,1.788829642,1.894804418,2.385582806,2.462665561,2.156506253,2.267615673,2.554865299,2.368466167,2.282594789
33307,AM858933,0,9,,oocytes,2.360369393,2.245679535,2.34230757,2.340315357,2.28525692,2.177540007,2.551427912,2.321921567,2.49618497,2.429169748,2.787036265,2.812383236,2.709938021,2.744632769,2.882619159,2.77408278,2.733295525
34395,AM862428,0,9,,oocytes,1.866519886,1.684822426,1.762725503,1.784361167,1.898685487,1.679629232,2.284051841,1.824296491,2.104668065,2.221648777,2.657188796,2.715389943,2.552812512,2.479085309,2.695939803,2.55983214,2.379189902
35737,FP011923,0,9,,oocytes,1.816539487,1.860431377,2.037656556,1.868300026,1.967240248,1.926453757,1.963426562,2.049796366,2.058469361,1.998885047,2.713905092,2.627707436,2.411588113,2.551100974,2.642699168,2.436929575,2.534890964
37811,AM867561,(sp:Q9ULW0) Targeting protein for Xklp2 OS=Homo sapiens GN=TPX2 PE=1 SV=2,9,female gonad,oocytes,1.218967717,1.133379618,1.253656555,1.238411241,1.223646817,1.166427465,1.538051505,1.208663416,1.363826656,1.42554054,2.010855246,2.097780502,1.827345767,1.978654207,2.032758695,1.939695488,1.923720297
38238,CU685661,(sp:Q6P4F7) Rho GTPase-activating protein 11A OS=Homo sapiens GN=ARHGAP11A PE=1 SV=2,9,female gonad,oocytes,1.578291386,1.596225328,1.667775247,1.632499006,1.678857857,1.577291222,1.961477808,1.607559704,1.887471923,1.915086941,2.370160436,2.396559519,2.175847331,2.296479715,2.437287524,2.336309548,2.195359915
38596,AM865311,0,9,,oocytes,0.471803201,0.47207947,0.454515968,0.500930448,0.384412343,0.314617829,0.617701782,0.337375107,0.579874735,0.546616616,0.908657498,1.110403493,1.021883565,0.878340109,0.911336876,0.979219948,0.788678207
39702,AM857063,0,9,,oocytes,1.114968433,1.186232322,1.153238603,1.218670136,1.238336207,0.953720991,1.434102107,1.152571103,1.160051858,1.507335224,1.722726075,1.708962253,1.710906667,1.662315889,1.72160804,1.68971085,1.586991718
41164,AM865090,0,9,,oocytes,1.593298206,1.670542539,1.576927425,1.773026931,1.612814961,1.538997358,1.624875808,1.683258538,1.847275424,1.642792262,1.937021809,1.99710557,1.976923431,2.099609873,1.915839745,2.101390764,1.954174186
41238,AM865274,0,9,,oocytes,0.674398429,0.630102604,0.815281873,0.690809666,0.744736723,0.751594892,0.769618803,0.76611714,0.895054933,0.828709386,1.261764527,1.235298309,1.262828181,1.228887619,1.136001843,1.156427388,1.25683286
45117,EE677646,0,9,,oocytes,1.976972486,1.907921108,1.977673559,1.924065478,1.977259669,1.8412843,2.142524382,1.937980954,2.110896624,2.273507762,2.563334883,2.458325782,2.427861,2.392637464,2.619654408,2.440335423,2.344110022
6351,CU995768,(sp:Q9H4G4) Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3,10,,somatic,1.492629925,1.410567896,1.516847451,1.38782201,1.557405338,1.669396419,1.182990114,1.384267336,1.485112423,1.090189082,0.13987021,0.351592154,-0.122789931,0.139666415,0.278070401,0.07946878,-0.143534931
9054,CU684671,0,10,,somatic,0.329017541,0.33427831,0.399780966,0.368076403,0.447643851,0.537400957,0.398724977,0.357308641,0.268462923,-0.01851444,-0.078735406,-0.144423216,-0.230500851,-0.14222738,-0.358385932,-0.204843147,-0.239296981
9330,AM856767,0,10,,somatic,1.62872262,1.812660406,1.496305281,1.626603914,1.452136305,1.694182421,1.069609715,1.618687817,1.475775035,1.086845754,-0.352174047,-0.238560154,-0.268772043,-0.294208077,-0.564902023,-0.110024256,-0.421799805
10101,CU996159,0,10,,oocytes,0.750732543,0.687924989,0.775256028,0.85059247,0.750016616,0.645014675,0.908979533,0.814248938,0.62515868,0.412648322,1.215758693,1.137121942,1.143106266,1.033397871,1.045331712,1.14353795,1.245301785
11263,DW713912,0,10,,somatic,-0.126365244,-0.068773418,-0.184696843,-0.08414097,-0.019628804,0.236043877,-0.402555614,-0.228752916,-0.011264548,-0.407550972,-1.204884649,-1.142837218,-1.003093272,-1.250741581,-0.991711409,-0.702378884,-1.173234893
11603,AM856373,0,10,,somatic,1.204179623,1.417668064,1.186487382,1.24096411,0.895162792,0.951488656,0.888533247,1.113346472,1.127291645,0.896967438,0.351414691,0.204056614,0.631382549,0.393835516,0.349672521,0.461920488,0.480804347
11893,FP002575,(sp:Q8BTM8) Filamin-A OS=Mus musculus GN=Flna PE=1 SV=4,10,,somatic,0.949407324,0.96682568,0.790187242,0.752994562,0.551546602,0.77566773,0.539862875,0.851260922,0.68144409,0.066874292,-0.507236138,-0.217453311,-0.407606924,-0.477148968,-0.580200623,-0.55843098,-0.369436214
15147,AM868941,0,10,,somatic,1.807396312,1.841909325,1.735453877,1.691356551,1.492856845,1.69075999,1.665469572,1.759036656,1.594726074,1.334328349,0.254493171,0.475024304,0.187607378,0.229283867,0.085185092,0.357742827,0.004620779
16464,AM866288,0,10,,somatic,1.808976342,1.915603801,1.784440682,1.812380137,1.669680951,1.668812632,1.633913442,1.787416115,1.759033412,1.45316647,1.178802512,1.049114617,1.290231573,1.154027427,1.173054911,1.139916195,1.287521494
22655,AM867282,(sp:P50462) Cysteine and glycine-rich protein 3 OS=Mus musculus GN=Csrp3 PE=2 SV=1,10,,somatic,1.293389452,1.364266057,1.162832673,1.309312186,1.265851783,1.418305264,1.727865489,1.238504828,1.083249928,1.037716174,-0.821948004,0.041138143,-0.531345169,-0.618747928,-0.605200666,-0.78296001,-0.354455529
27761,AM856388,PREDICTED: similar to thymosin beta [Nasonia vitripennis],10,,somatic,1.41133358,1.624529941,1.457483889,1.403227483,1.262882124,1.386276521,1.308267934,1.431822695,1.356294635,1.153630879,0.846318348,0.82882771,0.677032547,0.959815309,0.905860191,0.880263902,0.809896787
31835,AM855215,0,10,,somatic,1.526332418,1.536779927,1.509726998,1.410723578,1.263490756,1.377672982,1.520877501,1.491678507,1.425776705,1.231908072,0.251736465,0.428855378,0.534523009,0.171205011,0.671269533,0.372289175,0.02670718
31891,CU681570,0,10,,somatic,1.226233159,1.439448871,1.315742218,1.321144371,0.991409128,1.022742353,1.067649808,1.171554954,1.137906451,0.947726292,0.53036603,0.4433279,0.323584621,0.574897499,0.461839434,0.555101027,0.618974161
34044,AM856252,(sp:Q9W596) Microtubule-associated protein futsch OS=Drosophila melanogaster GN=futsch PE=1 SV=4,10,,somatic,1.349886358,1.472390816,1.169906562,1.246297385,1.066142013,1.174302836,1.169008812,1.236719832,1.206748308,1.04182435,0.574290811,0.590167397,0.513229101,0.726947258,0.546892713,0.597887681,0.567786546
35535,CU997354,predicted protein [Nematostella vectensis],10,,somatic,1.328981282,1.450144104,1.350941593,1.345634695,1.051526374,1.296834621,1.243140402,1.297462345,1.166352274,0.990703901,-0.557941269,-0.276299889,-0.620247273,-0.45801815,-0.658395801,-0.437581566,-0.848219809
36345,FP004316,(sp:Q8VHX6) Filamin-C OS=Mus musculus GN=Flnc PE=1 SV=3,10,,somatic,1.523736816,1.800347706,1.385134443,1.506698186,1.160648233,1.45333891,1.316825513,1.587335612,1.471069706,0.837910534,0.481681662,0.636455285,0.427938925,0.3745806,0.310288129,0.399784443,0.531609005
38436,FP003903,(sp:Q8VHX6) Filamin-C OS=Mus musculus GN=Flnc PE=1 SV=3,10,,somatic,1.081705325,1.359669857,0.985278846,1.095209681,0.696388973,1.069693736,0.730683953,1.045803111,1.11392383,0.582180664,-0.031896375,0.294908318,-0.211557626,-0.280768654,-0.383900607,-0.107962003,-0.279059938
38731,FP000131,(sp:Q8BTM8) Filamin-A OS=Mus musculus GN=Flna PE=1 SV=4,10,,somatic,1.344673433,1.595849007,1.198632809,1.331629328,0.971245325,1.201750535,1.012038337,1.425009187,1.256458261,0.671895659,0.112190085,0.332649545,0.213949715,0.058875534,-0.222620701,0.086384251,0.227938826
42290,CU999039,(sp:Q14315) Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3,10,,somatic,1.392410393,1.667192016,1.293477452,1.438884158,0.835770125,1.282303156,1.074024584,1.469441163,1.300234472,0.67470917,-0.221766997,0.246531809,-0.340400486,-0.850129296,-0.790329171,-0.304280923,-0.593010385
44332,CU999937,(sp:Q9Y490) Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3,10,,somatic,1.857430014,1.890385301,1.820128487,1.804595083,1.823261148,1.952641306,1.813721195,1.904572789,1.926380861,1.68227838,1.459969619,1.607325627,1.438392467,1.3472625,1.398810059,1.313653315,1.479703247
